uri,uriTitulacion,ou_asignatura,ou_caracterAsignatura,ou_materiaAsignatura,ou_numeroMatriculados,ou_moduloAsignatura,ou_asignatura_code,areasConocimiento,ou_asignatura_courseTitle,ou_asignatura_ects,ou_asignatura_temporalidadAsignatura,ou_cursoAcademico
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500341-1791-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1791-pceo-comunicacion-audiovisual-e-informacion-y-documentacion-2018,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500341-introduccion-a-la-tecnologia-de-la-informacion-y-la-comunicacion-2019-2020,FORMACIÓN BÁSICA,,20,,500341,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/570-lenguajes-y-sistemas-informaticos,INTRODUCCIÓN A LA TECNOLOGÍA DE LA INFORMACION Y LA COMUNICACIÓN,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401914-0826-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0826-mu-en-simulacion-en-ciencias-e-ingenieria,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401914-inteligencia-computacional-2019-2020,OPTATIVA,HERRAMIENTAS PARA LA SIMULACIÓN,2,OPTATIVAS,401914,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/785-tecnologia-electronica,INTELIGENCIA COMPUTACIONAL,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502284-1790-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1790-pceo-comunicacion-audiovisual-e-informacion-y-documentacion,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502284-servicios-de-informacion-2019-2020,OBLIGATORIA,,12,,502284,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/040-biblioteconomia-y-documentacion,SERVICIOS DE INFORMACIÓN,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500673-0426-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0426-grado-en-filologia-hispanica,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500673-segundo-idioma-ii-italiano-2019-2020,FORMACIÓN BÁSICA,IDIOMA MODERNO,6,FORMACIÓN BÁSICA,500673,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/350-filologia-italiana,SEGUNDO IDIOMA II (ITALIANO),6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501574-0716-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0716-grado-en-educacion-infantil-caceres,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501574-educacion-familiar-y-contexto-social-2019-2020,FORMACIÓN BÁSICA,SOCIEDAD FAMILIA Y ESCUELA,131,FORMACIÓN BÁSICA,501574,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/805-teoria-e-historia-de-la-educacion,EDUCACIÓN FAMILIAR Y CONTEXTO SOCIAL,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500043-1411-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1411-grado-en-finanzas-y-contabilidad,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500043-economia-de-la-empresa-2019-2020,FORMACIÓN BÁSICA,EMPRESA,22,FORMACIÓN BÁSICA,500043,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/650-organizacion-de-empresas,ECONOMÍA DE LA EMPRESA,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500308-1113-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1113-grado-en-relaciones-laborales-y-recursos-humanos,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500308-derecho-social-de-la-union-europea-2019-2020,OBLIGATORIA,DERECHO DEL TRABAJO,36,DERECHO,500308,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/140-derecho-del-trabajo-y-de-la-seguridad-social,DERECHO SOCIAL DE LA UNIÓN EUROPEA,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502397-1190-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1190-pceo-administracion-y-direccion-de-empresas-y-derecho,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502397-derecho-administrativo-2-2019-2020,OBLIGATORIA,,35,,502397,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/125-derecho-administrativo,DERECHO ADMINISTRATIVO (2),6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502801-0624-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0624-grado-en-psicologia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502801-psicologia-social-2019-2020,FORMACIÓN BÁSICA,BASES SOCIALES DE LA EDUCACIÓN,68,FORMACIÓN BÁSICA,502801,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/740-psicologia-social,PSICOLOGÍA SOCIAL,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500428-1114-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1114-grado-en-economia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500428-economia-industrial-2019-2020,OBLIGATORIA,MICROECONOMÍA,36,ANÁLISIS ECONÓMICO,500428,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/415-fundamentos-del-analisis-economico,ECONOMÍA INDUSTRIAL,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501124-0516-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0516-grado-en-ciencia-y-tecnologia-de-los-alimentos,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501124-informatica-2019-2020,FORMACIÓN BÁSICA,INFORMÁTICA,42,FORMACIÓN BÁSICA,501124,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/570-lenguajes-y-sistemas-informaticos,INFORMÁTICA,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501114-0817-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0817-grado-en-ingenieria-electronica-y-automatica-rama-industrial,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501114-sistemas-integrados-2019-2020,OPTATIVA,INTENSIFICACIÓN EN ELECTRONICA INDUSTRIAL Y AUTOMÁTICA,3,OPTATIVIDAD ELECTRÓNICA INDUSTRIAL Y AUTOMÁTICA,501114,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/520-ingenieria-de-sistemas-y-automatica  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/785-tecnologia-electronica,SISTEMAS INTEGRADOS,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502274-1791-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1791-pceo-comunicacion-audiovisual-e-informacion-y-documentacion-2018,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502274-fundamentos-de-informacion-y-documentacion-2019-2020,OBLIGATORIA,,9,,502274,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/040-biblioteconomia-y-documentacion,FUNDAMENTOS DE INFORMACIÓN Y DOCUMENTACIÓN,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401315-0138-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0138-mu-en-quimica-sostenible,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401315-catalisis-heterogenea-2019-2020,OPTATIVA,,0,,401315,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/765-quimica-organica,CATÁLISIS HETEROGÉNEA,3,Anual,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500390-0390-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0390-pceo-derecho-y-administracion-y-direccion-de-empresas,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500390-derecho-de-la-seguridad-social-2019-2020,OBLIGATORIA,,37,,500390,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/140-derecho-del-trabajo-y-de-la-seguridad-social,DERECHO DE LA SEGURIDAD SOCIAL,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401655-0623-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0623-mu-en-investigacion-en-formacion-del-profesorado-y-tic,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401655-metodos-de-investigacion-educativa-2019-2020,OBLIGATORIA,,23,,401655,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/625-metodos-de-investigacion-y-diagnostico-en-educac,MÉTODOS DE INVESTIGACIÓN EDUCATIVA,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401611-1412-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/1412-mu-en-direccion-turistica,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401611-practicas-directivas-de-gestion-en-organizaciones-y-recursos-turisticos-ii-2019-2020,PRACTICAS EXTERNAS,PRACTICAS DIRECTIVAS EN ORGANIZACIONES TURISTICAS,7,MODULO DE PRACTICAS DIRECTIVAS EN ORGANIZACIONES TURISTICAS,401611,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/095-comercializacion-e-investigacion-de-mercados  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/230-economia-financiera-y-contabilidad  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/480-historia-e-instituciones-economicas  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/650-organizacion-de-empresas,PRACTICAS DIRECTIVAS DE GESTIÓN EN ORGANIZACIONES Y RECURSOS TURÍSTICOS II,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500013-1190-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1190-pceo-administracion-y-direccion-de-empresas-y-derecho,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500013-estadistica-e-introduccion-a-la-econometria-2019-2020,OBLIGATORIA,,38,,500013,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/623-metodos-cuant-para-economia-y-la-emp,ESTADÍSTICA E INTRODUCCIÓN A LA ECONOMETRÍA,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500833-0427-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0427-grado-en-geografia-y-ordenacion-del-territorio,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500833-analisis-y-evaluacion-de-riesgos-naturales-2019-2020,OPTATIVA,PLANIFICACIÓN Y GESTIÓN  TERRITORIAL,5,CONTENIDOS OPTATIVOS DE GEOGRAFÍA,500833,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/430-geografia-fisica,ANÁLISIS Y EVALUACIÓN DE RIESGOS NATURALES,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500483-0715-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0715-grado-en-educacion-social,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500483-intervencion-educativosocial-en-situaciones-de-dependencia-y-riesgo-de-exclusion-social-2019-2020,OPTATIVA,MEDIACIÓN EN SITUACIONES DE DEPENDENCIA Y RIESGO DE EXCLUSIÒN SOCIAL,63,MATERIAS OPTATIVAS,500483,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/805-teoria-e-historia-de-la-educacion,INTERVENCIÓN EDUCATIVOSOCIAL EN SITUACIONES DE DEPENDENCIA Y RIESGO DE EXCLUSIÓN SOCIAL,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500922-1624-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1624-grado-en-ingenieria-civil-hidrologia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500922-hidraulica-e-hidrologia-2019-2020,OBLIGATORIA,INGENIERÍA HIDRÁULICA,3,MÓDULO DE FORMACIÓN COMÚN A LA RAMA CIVIL,500922,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/540-ingenieria-hidraulica,HIDRÁULICA E HIDROLOGÍA,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502647-0427-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0427-grado-en-geografia-y-ordenacion-del-territorio,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502647-practicas-en-empresas-2019-2020,PRACTICAS EXTERNAS,PRÁCTICAS DE EMPRESAS,6,FINAL,502647,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/010-analisis-geografico-regional,PRÁCTICAS EN EMPRESAS,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500694-0425-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0425-grado-en-filologia-clasica,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500694-linguistica-aplicada-a-la-ensenanza-de-segundas-lenguas-2019-2020,OPTATIVA,LENGUAS MODERNAS,5,OPTATIVO,500694,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/575-linguistica-general,LINGÜÍSTICA APLICADA A LA ENSEÑANZA DE SEGUNDAS LENGUAS,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502867-0724-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0724-grado-en-educacion-primaria-modalidad-bilingue-espanol-ingles,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502867-didactica-de-las-matematica-i-2019-2020,OBLIGATORIA,ENSEÑANZA Y APRENDIZAJE DE LAS MATEMÁTICAS,78,DIDÁCTICO DISCIPLINAR,502867,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/200-didactica-de-las-matematicas,DIDÁCTICA DE LAS MATEMÁTICA I,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401329-0137-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0137-mu-en-quimica-teorica-y-modelizacion-computacional,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401329-simetria-de-atomos-moleculas-y-solidos-2019-2020,OBLIGATORIA,,0,,401329,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/755-quimica-fisica,SIMETRÍA DE ÁTOMOS, MOLÉCULAS Y SÓLIDOS,5,Anual,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502654-0824-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0824-grado-en-ingenieria-de-materiales,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502654-tecnologias-y-aplicaciones-de-los-materiales-ceramicos-2019-2020,OBLIGATORIA,TECNOLOGÍAS Y APLICACIONES DE LOS MATERIALES,0,TECNOLOGÍA ESPECÍFICA DE MATERIALES,502654,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/065-ciencias-de-materiales-e-ingenieria-metalurgica,TECNOLOGÍAS Y APLICACIONES DE LOS MATERIALES CERÁMICOS,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500582-1210-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1210-grado-en-enfermeria-plasencia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500582-bioquimica-biofisica-2019-2020,FORMACIÓN BÁSICA,BIOQUÍMICA,84,CIENCIAS BÁSICAS,500582,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/255-enfermeria,BIOQUÍMICA-BIOFÍSICA,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501323-1632-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1632-grado-en-ingenieria-informatica-en-ingenieria-del-software,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501323-ingenieria-web-2019-2020,OPTATIVA,INGENIERÍA WEB,30,OPTATIVIDAD EN INGENIERÍA DEL SOFTWARE,501323,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/570-lenguajes-y-sistemas-informaticos,INGENIERÍA WEB,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401078-1636-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/1636-mu-en-ingenieria-informatica,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401078-auditoria-certificacion-y-calidad-de-sistemas-informaticos-2019-2020,OBLIGATORIA,TECNOLOGÍAS INFORMÁTICAS AVANZADAS,10,TECNOLOGIAS INFORMÁTICAS,401078,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/560-ingenieria-telematica  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/570-lenguajes-y-sistemas-informaticos,AUDITORIA, CERTIFICACIÓN Y CALIDAD DE SISTEMAS INFORMÁTICOS,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501912-1411-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1411-grado-en-finanzas-y-contabilidad,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501912-ingles-especifico-iii-2019-2020,OPTATIVA,PRIMER IDIOMA INGLÉS,0,ITINERARIO EN IDIOMA MODERNO,501912,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/345-filologia-inglesa,INGLÉS ESPECÍFICO III,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501984-1006-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1006-grado-en-veterinaria,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501984-gestion-de-la-seguridad-y-de-la-calidad-en-la-industria-alimentaria-2019-2020,OPTATIVA,CALIDAD EN LA INDUSTRIA ALIMENTARIA,24,OPTATIVO,501984,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/640-nutricion-y-bromatologia  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/780-tecnologia-de-los-alimentos,GESTIÓN DE LA SEGURIDAD Y DE LA CALIDAD EN LA INDUSTRIA ALIMENTARIA,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501936-1490-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1490-pceo-administracion-y-direccion-de-empresas-y-turismo,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501936-practicas-externas-2019-2020,PRACTICAS EXTERNAS,,28,,501936,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/125-derecho-administrativo  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/130-derecho-civil  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/150-derecho-financiero-y-tributario  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/165-derecho-mercantil  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/230-economia-financiera-y-contabilidad  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/345-filologia-inglesa  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/350-filologia-italiana  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/370-filologias-gallega-y-portuguesa  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/435-geografia-humana  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/480-historia-e-instituciones-economicas  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/570-lenguajes-y-sistemas-informaticos  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/650-organizacion-de-empresas,PRÁCTICAS EXTERNAS,12,Indefinida,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401987-0827-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0827-mu-en-prevencion-de-riesgos-laborales,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401987-practicas-externas-2019-2020,PRACTICAS EXTERNAS,PRÁCTICAS EXTERNAS,5,PRÁCTICAS EXTERNAS,401987,,PRÁCTICAS EXTERNAS,6,Indefinida,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500879-0428-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0428-grado-en-historia-y-patrimonio-historico,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500879-pensamiento-politico-e-instituciones-en-la-edad-moderna-2019-2020,OPTATIVA,MUNDO MODERNO Y CONTEMPORANEO,5,FORMACIÓN HISTÓRICA,500879,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/490-historia-moderna,PENSAMIENTO POLÍTICO E INSTITUCIONES EN LA EDAD MODERNA,6,Primer Semestre,2019-2020
