"ID_UNIVERSIDAD","ID_TITULACION","NOMBRE_TITULACION","NOMBRE_TIPO_TITULACION"
"023","2502045","Graduado o Graduada en Nutrición Humana y Dietétic","Grado"
"023","2502046","Graduado o Graduada en Trabajo Social","Grado"
"066","2502047","Graduado o Graduada en Humanidades y Antropología ","Grado"
"066","2502048","Graduado o Graduada en Terapia Ocupacional ","Grado"
"066","2502049","Graduado o Graduada en Criminología","Grado"
"066","2502050","Graduado o Graduada en Relaciones Laborales y Recu","Grado"
"066","2502051","Graduado o Graduada en Turismo","Grado"
"066","2502051","Graduado o Graduada en Turismo por la Universidad ","Grado"
"014","2502052","Graduado o Graduada en Medicina","Grado"
"014","2502053","Graduado o Graduada en Odontología","Grado"
"066","2502054","Graduado o Graduada en Ingeniería Civil","Grado"
"014","2502055","Graduado o Graduada en Psicología","Grado"
"014","2502056","Graduado o Graduada en Terapia Ocupacional","Grado"
"014","2502057","Graduado o Graduada en Comunicación Audiovisual","Grado"
"014","2502058","Graduado o Graduada en Ingeniería Agroalimentaria","Grado"
"012","2502059","Graduado o Graduada en Medicina","Grado"
"012","2502060","Graduado o Graduada en Gestión y Administración Pú","Grado"
"012","2502061","Graduado o Graduada en Marketing","Grado"
"065","2502062","Graduado o Graduada en Diseño y Desarrollo de Vide","Grado"
"065","2502063","Graduado o Graduada en Ciencias de la Actividad Fí","Grado"
"064","2502064","Graduado o Graduada en Turismo","Grado"
"065","2502065","Graduado o Graduada en Fisioterapia por la Univers","Grado"
"065","2502065","Graduado o Graduada en Fisioterapia","Grado"
"064","2502066","Graduado o Graduada en Arquitectura Naval e Ingeni","Grado"
"064","2502067","Graduado o Graduada en Ingeniería Civil","Grado"
"065","2502068","Graduado o Graduada en Óptica y Optometría","Grado"
"064","2502069","Graduado o Graduada en Ingeniería de la Hortofruti","Grado"
"065","2502070","Graduado o Graduada en Cine","Grado"
"065","2502071","Graduado o Graduada en Comunicación Audiovisual ","Grado"
"064","2502072","Graduado o Graduada en Ingeniería de las Industria","Grado"
"065","2502073","Graduado o Graduada en Criminología y Seguridad","Grado"
"065","2502074","Graduado o Graduada en Derecho por la Universidad ","Grado"
"064","2502075","Graduado o Graduada en Ingeniería de Recursos Mine","Grado"
"065","2502076","Graduado o Graduada en Maestro en Educación Infant","Grado"
"065","2502076","Graduado o Graduada en Maestro en Educación Infant","Grado"
"064","2502077","Graduado o Graduada en Ingeniería en Tecnologías I","Grado"
"065","2502078","Graduado o Graduada en Maestro Educación Primaria ","Grado"
"065","2502078","Graduado o Graduada en Maestro Educación Primaria","Grado"
"065","2502079","Graduado o Graduada en Protocolo y Organización de","Grado"
"065","2502080","Graduado o Graduada en Periodismo por la Universid","Grado"
"065","2502080","Graduado o Graduada en Periodismo","Grado"
"065","2502081","Graduado o Graduada en Publicidad y Relaciones Púb","Grado"
"065","2502081","Graduado o Graduada en Publicidad y Relaciones Púb","Grado"
"065","2502082","Graduado o Graduada en Arquitectura ","Grado"
"065","2502083","Graduado o Graduada en Turismo","Grado"
"010","2502084","Graduado o Graduada en Conservación y Restauración","Grado"
"010","2502085","Graduado o Graduada en Diseño","Grado"
"010","2502086","Graduado o Graduada en Lingüística y Lenguas Aplic","Grado"
"010","2502087","Graduado o Graduada en Ciencia y Tecnología de los","Grado"
"010","2502088","Graduado o Graduada en Veterinaria","Grado"
"010","2502089","Graduado o Graduada en Gestión Informática Empresa","Grado"
"029","2502090","Graduado o Graduada en Ciencias de la Actividad Fí","Grado"
"029","2502091","Graduado o Graduada en Farmacia por la Universidad","Grado"
"029","2502092","Graduado o Graduada en Medicina por la Universidad","Grado"
"029","2502093","Graduado o Graduada en Comunicación Audiovisual po","Grado"
"029","2502094","Graduado o Graduada en Educación Social por la Uni","Grado"
"029","2502095","Graduado o Graduada en Magisterio de Educación Inf","Grado"
"029","2502096","Graduado o Graduada en Magisterio de Educación Pri","Grado"
"029","2502097","Graduado o Graduada en Ingeniería en Tecnologías d","Grado"
"078","2502098","Graduado o Graduada en Enfermería","Grado"
"078","2502099","Graduado o Graduada en Fisioterapia","Grado"
"078","2502100","Graduado o Graduada en Administración y Dirección ","Grado"
"078","2502101","Graduado o Graduada en Comunicación Audiovisual","Grado"
"078","2502102","Graduado o Graduada en Maestro en Educación Infant","Grado"
"078","2502103","Graduado o Graduada en Maestro Educación Primaria ","Grado"
"078","2502104","Graduado o Graduada en Periodismo","Grado"
"078","2502105","Graduado o Graduada en Publicidad y Relaciones Púb","Grado"
"078","2502106","Graduado o Graduada en Ingeniería de  Sistemas de ","Grado"
"078","2502107","Graduado o Graduada en Ingeniería Informática","Grado"
"053","2502108","Graduado o Graduada en Arte Electrónico y Digital","Grado"
"053","2502109","Graduado o Graduada en Artes Escénicas y Mediática","Grado"
"053","2502110","Graduado o Graduada en Óptica y Optometría","Grado"
"053","2502110","Graduado o Graduada en Óptica y Optometría por la ","Grado"
"053","2502111","Graduado o Graduada en Gestión Deportiva","Grado"
"053","2502112","Graduado o Graduada en Ingeniería Aeroespacial en ","Grado"
"053","2502112","Graduado o Graduada en Ingeniería Aeroespacial en ","Grado"
"053","2502113","Graduado o Graduada en Ingeniería en Organización ","Grado"
"068","2502114","Graduado o Graduada en Medicina","Grado"
"068","2502114","Graduado o Graduada en Medicina por la Universidad","Grado"
"068","2502115","Graduado o Graduada en Ciencias de la Actividad Fí","Grado"
"068","2502116","Graduado o Graduada en Marketing","Grado"
"068","2502117","Graduado o Graduada en Ingeniería Informática por ","Grado"
"068","2502117","Graduado o Graduada en Ingeniería Informática","Grado"
"074","2502118","Graduado o Graduada en Economía","Grado"
"074","2502119","Graduado o Graduada en Criminología","Grado"
"045","2502120","Graduado o Graduada en Enología ","Grado"
"045","2502121","Graduado o Graduada en Química","Grado"
"045","2502122","Graduado o Graduada en Enfermería ","Grado"
"045","2502123","Graduado o Graduada en Relaciones Laborales y Recu","Grado"
"045","2502124","Graduado o Graduada en Ingeniería Agrícola ","Grado"
"045","2502125","Graduado o Graduada en Ingeniería Eléctrica ","Grado"
"045","2502127","Graduado o Graduada en Ingeniería Electrónica Indu","Grado"
"045","2502128","Graduado o Graduada en Ingeniería Mecánica","Grado"
"077","2502129","Graduado o Graduada en Turismo  por la Universidad","Grado"
"077","2502130","Graduado o Graduada en Ingeniería en Audiovisual y","Grado"
"077","2502131","Graduado o Graduada en Ingeniería Informática en S","Grado"
"003","2502133","Graduado o Graduada en Relaciones Laborales","Grado"
"003","2502134","Graduado o Graduada en Ingeniería Electrónica Indu","Grado"
"003","2502134","Graduado o Graduada en Ingeniería Electrónica Indu","Grado"
"003","2502135","Graduado o Graduada en Ingeniería Informática","Grado"
"003","2502135","Graduado o Graduada en  Ingeniería Informática por","Grado"
"003","2502136","Graduado o Graduada en Ingeniería Telemática","Grado"
"003","2502136","Graduado o Graduada en Ingeniería Telemática por l","Grado"
"025","2502137","Graduado o Graduada en Fundamentos de la Arquitect","Grado"
"025","2502138","Graduado o Graduada en Ingeniería Agrícola","Grado"
"025","2502139","Graduado o Graduada en Ingeniería Agroambiental","Grado"
"025","2502140","Graduado o Graduada en Ingeniería Alimentaria","Grado"
"025","2502141","Graduado o Graduada en Ingeniería Civil","Grado"
"025","2502141","Graduado o Graduada en Ingeniería Civil por la Uni","Grado"
"025","2502142","Graduado o Graduada en Ingeniería Civil y Territor","Grado"
"025","2502143","Graduado o Graduada en Ingeniería de los Recursos ","Grado"
"025","2502144","Graduado o Graduada en Ingeniería de Tecnologías y","Grado"
"025","2502145","Graduado o Graduada en Ingeniería del Medio Natura","Grado"
"025","2502145","Graduado o Graduada en Ingeniería del Medio Natura","Grado"
"025","2502146","Graduado o Graduada en Ingeniería en Tecnología Mi","Grado"
"025","2502147","Graduado o Graduada en Ingeniería Forestal","Grado"
"025","2502147","Graduado o Graduada en Ingeniería Forestal por la ","Grado"
"025","2502148","Graduado o Graduada en Ingeniería Geológica ","Grado"
"025","2502149","Graduado o Graduada en Ingeniería Geomática y Topo","Grado"
"025","2502149","Graduado o Graduada en Ingeniería Geomática y Topo","Grado"
"025","2502150","Graduado o Graduada en Ingeniería Mecánica por la ","Grado"
"025","2502150","Graduado o Graduada en Ingeniería Mecánica","Grado"
"025","2502151","Graduado o Graduada en Ingeniería y Ciencia Agronó","Grado"
"025","2502152","Graduado o Graduada en Tecnología de las Industria","Grado"
"056","2502153","Graduado o Graduada en Artes Escénicas-Interpretac","Grado"
"056","2502153","Graduado o Graduada en Artes Escénicas-Interpretac","Grado"
"056","2502154","Graduado o Graduada en Composición de Músicas Cont","Grado"
"056","2502154","Graduado o Graduada en Composición de Músicas Cont","Grado"
"056","2502155","Graduado o Graduada en Ciencias Experimentales","Grado"
"056","2502156","Graduado o Graduada en Matemáticas","Grado"
"056","2502157","Graduado o Graduada en Criminología","Grado"
"056","2502158","Graduado o Graduada en Arquitectura","Grado"
"056","2502158","Graduado o Graduada en Fundamentos de la Arquitect","Grado"
"056","2502159","Graduado o Graduada en Ingeniería Aeroespacial en ","Grado"
"056","2502160","Graduado o Graduada en Ingeniería de Organización ","Grado"
"056","2502161","Graduado o Graduada en Ingeniería de Tecnologías I","Grado"
"046","2502162","Graduado o Graduada en Enfermería","Grado"
"046","2502163","Graduado o Graduada en Fisioterapia","Grado"
"046","2502164","Graduado o Graduada en Medicina","Grado"
"046","2502165","Graduado o Graduada en Odontología","Grado"
"046","2502166","Graduado o Graduada en Psicología","Grado"
"035","2502167","Graduado o Graduada en Ingeniería Electromecánica ","Grado"
"035","2502168","Graduado o Graduada en Ingeniería en Diseño Mecáni","Grado"
"067","2502170","Graduado o Graduada en Medicina por la Universidad","Grado"
"067","2502170","Graduado o Graduada en Medicina","Grado"
"067","2502171","Graduado o Graduada en Odontología","Grado"
"067","2502172","Graduado o Graduada en Ciencias Políticas","Grado"
"067","2502173","Graduado o Graduada en Educación Infantil","Grado"
"067","2502174","Graduado o Graduada en Educación Primaria","Grado"
"067","2502175","Graduado o Graduada en Marketing","Grado"
"072","2502176","Graduado o Graduada en Antropología Social y Cultu","Grado"
"072","2502177","Graduado o Graduada en Economía","Grado"
"055","2502178","Graduado o Graduada en Administración y Dirección ","Grado"
"055","2502178","Graduado o Graduada en Administración y Dirección ","Grado"
"055","2502179","Graduado o Graduada en Relaciones Laborales y Recu","Grado"
"055","2502179","Graduado o Graduada en Relaciones Laborales y Recu","Grado"
"055","2502180","Graduado o Graduada en Ingeniería Eléctrica","Grado"
"055","2502181","Graduado o Graduada en Ingeniería Informática en T","Grado"
"027","2502182","Graduado o Graduada en Ingeniería Mecánica ","Grado"
"027","2502182","Graduado o Graduada en Ingeniería Mecánica  por la","Grado"
"002","2502183","Graduado o Graduada en Ciencia y Tecnología de los","Grado"
"002","2502184","Graduado o Graduada en Enología ","Grado"
"002","2502185","Graduado o Graduada en Estadística ","Grado"
"002","2502186","Graduado o Graduada en Finanzas y Contabilidad ","Grado"
"002","2502187","Graduado o Graduada en Información y Documentación","Grado"
"002","2502188","Graduado o Graduada en Ingeniería Informática en I","Grado"
"002","2502189","Graduado o Graduada en Ingeniería Informática en I","Grado"
"002","2502190","Graduado o Graduada en Ingeniería Informática en I","Grado"
"001","2502191","Graduado o Graduada en Biología","Grado"
"001","2502192","Graduado o Graduada en Ciencias del Mar","Grado"
"001","2502192","Graduado o Graduada en Ciencias del Mar por la Uni","Grado"
"001","2502193","Graduado o Graduada en Geología","Grado"
"001","2502194","Graduado o Graduada en Matemáticas","Grado"
"001","2502195","Graduado o Graduada en Química","Grado"
"001","2502196","Graduado o Graduada en Enfermería ","Grado"
"001","2502197","Graduado o Graduada en Nutrición Humana y Dietétic","Grado"
"001","2502198","Graduado o Graduada en Óptica y Optometría","Grado"
"001","2502199","Graduado o Graduada en Ciencias de la Actividad Fí","Grado"
"001","2502199","Graduado o Graduada en Ciencias de la Actividad Fí","Grado"
"001","2502200","Graduado o Graduada en Maestro en Educación Infant","Grado"
"001","2502200","Graduado o Graduada en Maestro en Educación Infant","Grado"
"001","2502201","Graduado o Graduada en Maestro en Educación Primar","Grado"
"001","2502201","Graduado o Graduada en Maestro en Educación Primar","Grado"
"001","2502202","Graduado o Graduada en  Turismo por la Universidad","Grado"
"001","2502202","Graduado o Graduada en Turismo","Grado"
"001","2502202","Graduado o Graduada en Turismo por la Universidad ","Grado"
"037","2502203","Graduado o Graduada en Ingeniería Electrónica Indu","Grado"
"037","2502203","Graduado o Graduada en Ingeniería Electrónica Indu","Grado"
"037","2502204","Graduado o Graduada en Arquitectura","Grado"
"037","2502205","Graduado o Graduada en Arquitectura Naval por la U","Grado"
"037","2502205","Graduado o Graduada en Arquitectura Naval","Grado"
"037","2502206","Graduado o Graduada en Ingeniería de Obras Pública","Grado"
"037","2502207","Graduado o Graduada en Ingeniería Eléctrica","Grado"
"037","2502207","Graduado o Graduada en Ingeniería Eléctrica por la","Grado"
"037","2502208","Graduado o Graduada en Ingeniería en Propulsión y ","Grado"
"037","2502208","Graduado o Graduada en Ingeniería en Propulsión y ","Grado"
"037","2502209","Graduado o Graduada en Ingeniería en Tecnologías I","Grado"
"037","2502209","Graduado o Graduada en Ingeniería en Tecnologías I","Grado"
"037","2502210","Graduado o Graduada en Ingeniería Informática ","Grado"
